s.no,timestamp,ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps)
273,2026-03-08_08:42:23.478,-1.019066,-0.060756,-0.006039,1.09375,-1.75,-0.8225
274,2026-03-08_08:42:23.580,-1.010465,-0.063501,0.00976,1.33,-1.82,-0.8925
275,2026-03-08_08:42:23.683,-1.021384,-0.048983,-0.000427,0.8575,-1.645,-0.84875
276,2026-03-08_08:42:23.785,-1.012722,-0.045811,-0.004758,0.83125,-1.79375,-0.9975
277,2026-03-08_08:42:23.887,-1.012112,-0.031232,-0.00549,0.9275,-1.575,-0.98
278,2026-03-08_08:42:23.989,-1.020652,-0.029524,0.005856,1.0325,-1.75875,-0.88375
279,2026-03-08_08:42:24.091,-1.011746,-0.054961,0.00671,1.12,-1.7325,-1.11125
280,2026-03-08_08:42:24.193,-1.023092,-0.073261,0.005612,1.2075,-1.51375,-1.14625
281,2026-03-08_08:42:24.295,-1.011929,-0.048251,-0.003294,0.945,-1.7675,-0.60375
282,2026-03-08_08:42:24.396,-1.004243,-0.039467,-0.000122,1.11125,-1.77625,-0.97125
283,2026-03-08_08:42:24.498,-1.028521,-0.052643,0.007747,1.1375,-1.61,-0.945
284,2026-03-08_08:42:24.600,-1.01443,-0.050264,-0.005795,1.155,-1.6625,-0.6125
285,2026-03-08_08:42:24.702,-1.003145,-0.040565,-0.000366,1.12875,-1.58375,-0.91
286,2026-03-08_08:42:24.804,-1.03578,-0.005734,0.003294,0.91875,-1.61,-0.7
287,2026-03-08_08:42:24.906,-1.020469,0.005856,-0.000854,1.155,-1.67125,0.18375
288,2026-03-08_08:42:25.008,-1.005829,-0.007015,0.008052,0.93625,-1.575,-0.8225
289,2026-03-08_08:42:25.109,-1.028277,0.031415,0.00427,0.98,-1.6625,-0.56875
290,2026-03-08_08:42:25.212,-1.009733,0.017141,0.009211,1.1025,-1.54875,-0.2975
291,2026-03-08_08:42:25.314,-1.019005,0.021289,-0.007137,0.95375,-1.61875,-1.07625
292,2026-03-08_08:42:25.416,-1.022909,0.03843,0.008906,1.33,-1.81125,-0.63
293,2026-03-08_08:42:25.518,-0.999119,0.024034,0.013969,1.05875,-1.645,-0.8225
294,2026-03-08_08:42:25.620,-1.017785,0.026962,0.005917,0.74375,-1.2425,-1.30375
295,2026-03-08_08:42:25.722,-1.037671,0.013237,0.002562,1.56625,-1.35625,-0.9275
296,2026-03-08_08:42:25.825,-1.024739,0.033672,0,1.00625,-2.05625,-0.48125
297,2026-03-08_08:42:25.927,-0.999546,0.034709,-0.004148,0.98875,-2.28375,-0.37625
298,2026-03-08_08:42:26.029,-1.019249,0.099796,0.040321,1.53125,-1.96875,-0.175
299,2026-03-08_08:42:26.131,-1.042246,0.18361,0.019947,3.5175,-1.32125,1.21625
300,2026-03-08_08:42:26.232,-1.024129,0.209901,0.007198,4.24375,-1.925,0.9275
301,2026-03-08_08:42:26.335,-1.036695,0.318054,0.00976,0.245,-3.01,1.16375
302,2026-03-08_08:42:26.437,-0.990213,0.378505,0.009394,2.31875,-3.40375,1.1025
303,2026-03-08_08:42:26.539,-0.961238,0.361303,0.035685,1.12875,-1.365,0.49875
304,2026-03-08_08:42:26.641,-0.964349,0.319091,0.03355,2.695,0.07,-0.735
305,2026-03-08_08:42:26.743,-0.977708,0.282979,-0.009516,2.68625,0.55125,-1.5225
306,2026-03-08_08:42:26.844,-1.066829,0.254004,-0.154391,0.44625,-1.3825,-2.82625
307,2026-03-08_08:42:26.946,-1.047004,0.09943,0.051911,3.57875,-1.86375,-3.24625
308,2026-03-08_08:42:27.048,-1.0553,0.104737,0.094367,0.37625,-1.67125,-2.0825
309,2026-03-08_08:42:27.150,-0.97112,0.049898,-0.016348,1.9775,-2.02125,-1.47
310,2026-03-08_08:42:27.251,-0.968741,0.096563,0.03172,-1.1025,-2.6775,-1.81125
311,2026-03-08_08:42:27.354,-1.055666,0.093452,0.000488,-0.11375,-0.7525,-1.2425
312,2026-03-08_08:42:27.463,-1.216584,0.142679,-0.183671,-0.91875,-1.56625,0.44625
313,2026-03-08_08:42:27.564,-1.112884,0.112301,-0.069662,7.7175,-4.47125,4.48875
314,2026-03-08_08:42:27.666,-1.090619,0.151097,0.129503,-0.8925,-4.375,4.89125
315,2026-03-08_08:42:27.768,-1.012051,0.092476,0.085156,2.835,-2.555,4.4975
316,2026-03-08_08:42:27.869,-0.965447,0.15372,0.043005,3.01,-1.14625,3.64875
317,2026-03-08_08:42:27.971,-1.064999,0.188978,-0.011346,2.1,-2.4325,1.25125
318,2026-03-08_08:42:28.073,-1.041392,0.204533,-0.025376,2.87,-3.70125,-2.3975
319,2026-03-08_08:42:28.174,-1.006622,0.166347,0.096136,-0.07,-6.86,-3.8325
320,2026-03-08_08:42:28.276,-1.019554,0.158112,0.02623,-3.73625,-0.9625,-0.035
321,2026-03-08_08:42:28.378,-0.939949,0.199775,-0.061915,-1.77625,-2.0125,0.1575
322,2026-03-08_08:42:28.480,-1.061949,0.163663,0.024095,0.49875,0.84875,0.385
323,2026-03-08_08:42:28.581,-1.038525,0.285236,-0.192516,-0.76125,-2.485,0.44625
324,2026-03-08_08:42:28.683,-1.002779,0.169702,-0.026596,5.2325,-1.8375,-2.8175
325,2026-03-08_08:42:28.784,-0.957944,0.166408,-0.016592,1.96875,-0.63875,-1.6625
326,2026-03-08_08:42:28.887,-0.949404,0.111691,0.027938,-1.855,-0.1575,-1.82
327,2026-03-08_08:42:28.988,-1.057984,0.101687,-0.112911,-1.9425,0.37625,-2.1525
328,2026-03-08_08:42:29.089,-0.989054,0.093879,-0.077958,-0.11375,-2.2575,-0.98875
329,2026-03-08_08:42:29.191,-0.979538,0.068747,0.069113,6.50125,-4.1825,0.70875
330,2026-03-08_08:42:29.292,-1.001437,0.0366,0.002562,-5.52125,-1.085,0.8925
331,2026-03-08_08:42:29.395,-1.056886,0.005612,-0.062037,3.21125,-1.3475,-1.05
332,2026-03-08_08:42:29.497,-1.053165,-0.03172,0.138653,3.5875,-0.3675,-2.33625
333,2026-03-08_08:42:29.598,-0.991311,-0.01159,0.066246,-3.3775,-2.40625,-2.38
334,2026-03-08_08:42:29.700,-1.034621,0.046543,-0.242841,-5.18,-0.07875,-2.51125
335,2026-03-08_08:42:29.802,-0.969473,-0.075884,-0.254431,-6.3875,-2.02125,-2.12625
336,2026-03-08_08:42:29.903,-0.88816,-0.140544,-0.016043,-3.045,-3.395,-2.135
337,2026-03-08_08:42:30.006,-0.913353,-0.184342,-0.2074,-0.60375,-5.99375,-4.13
338,2026-03-08_08:42:30.108,-1.044808,-0.211731,0.104737,4.31375,1.54,-1.40875
339,2026-03-08_08:42:30.210,-1.074088,-0.142008,-0.211365,-2.6425,-1.435,-1.95125
340,2026-03-08_08:42:30.312,-0.987773,-0.177083,-0.091073,-1.9425,-4.1475,-2.5025
341,2026-03-08_08:42:30.414,-0.963861,-0.329583,0.311893,2.09125,-3.01875,-0.76125
342,2026-03-08_08:42:30.515,-1.076467,-0.311771,0.029768,-8.72375,4.585,-1.2075
343,2026-03-08_08:42:30.617,-1.148081,-0.24339,-0.088816,-3.00125,0.65625,-0.88375
344,2026-03-08_08:42:30.719,-0.99003,-0.202459,-0.04575,3.10625,-4.38375,2.91375
345,2026-03-08_08:42:30.821,-0.91622,-0.134505,-0.072651,-2.0825,-2.70375,0.65625
346,2026-03-08_08:42:30.922,-0.981978,-0.225273,0.147986,4.31375,0.21,-2.5025
347,2026-03-08_08:42:31.024,-1.047736,-0.266692,0.028304,0.90125,-0.595,-3.92875
348,2026-03-08_08:42:31.127,-1.039623,-0.215452,-0.017507,3.33375,-1.77625,-2.24
349,2026-03-08_08:42:31.229,-1.064755,-0.276696,-0.010614,1.28625,-2.72125,-2.09125
350,2026-03-08_08:42:31.332,-0.963983,-0.208803,-0.035136,-0.21875,-2.93125,0.1225
351,2026-03-08_08:42:31.433,-0.964471,-0.264252,0.082716,5.10125,-1.14625,0.9275
352,2026-03-08_08:42:31.535,-0.995642,-0.210267,-0.117364,-2.1175,-2.1175,-0.30625
353,2026-03-08_08:42:31.636,-1.029863,-0.211975,-0.05917,-1.53125,-0.3675,-0.28
354,2026-03-08_08:42:31.737,-0.991555,-0.216184,-0.024095,1.42625,-3.94625,-0.39375
355,2026-03-08_08:42:31.839,-1.012661,-0.246135,0.008357,-0.77,-2.205,0.18375
356,2026-03-08_08:42:31.941,-0.980697,-0.247599,0.08418,3.14125,-1.5575,-0.14
357,2026-03-08_08:42:32.042,-0.967582,-0.234179,-0.083509,-2.93125,-0.8925,-2.17
358,2026-03-08_08:42:32.144,-1.06811,-0.238266,0.018727,2.86125,-1.37375,-1.35625
359,2026-03-08_08:42:32.246,-1.01809,-0.27328,0.07137,-0.06125,-0.3675,-0.48125
360,2026-03-08_08:42:32.348,-0.955199,-0.246745,-0.007259,3.36875,-2.35375,-1.07625
361,2026-03-08_08:42:32.450,-0.987346,-0.219722,-0.055754,0.16625,-1.0325,-1.085
362,2026-03-08_08:42:32.552,-0.984662,-0.254065,0.051118,-0.42875,-1.93375,-1.12875
363,2026-03-08_08:42:32.653,-1.017907,-0.225822,-0.062037,1.2425,-2.33625,-1.3475
364,2026-03-08_08:42:32.754,-1.001254,-0.184769,-0.077531,-0.665,-3.05375,-1.67125
365,2026-03-08_08:42:32.855,-0.994483,-0.229116,0.030988,1.1725,-2.23125,-0.56875
366,2026-03-08_08:42:32.956,-1.01138,-0.236863,0.001647,1.33,-1.84625,-1.28625
367,2026-03-08_08:42:33.059,-1.013332,-0.229604,-0.000854,1.75875,-1.0675,-1.18125
368,2026-03-08_08:42:33.161,-1.010648,-0.217892,-0.035929,0.98875,-0.5425,-0.98
369,2026-03-08_08:42:33.263,-1.022665,-0.217587,-0.03904,1.4,-1.12,-0.55125
370,2026-03-08_08:42:33.366,-1.009306,-0.211609,0.003843,1.3825,-2.065,-0.88375
371,2026-03-08_08:42:33.469,-1.000034,-0.222284,0.003904,0.86625,-1.82,-0.93625
372,2026-03-08_08:42:33.571,-1.034865,-0.130662,-0.00915,1.085,-1.79375,-0.4725
373,2026-03-08_08:42:33.673,-1.034377,0.008174,-0.003843,1.19,-1.8725,1.37375
374,2026-03-08_08:42:33.774,-1.00589,0.035502,0.004148,0.5775,-1.93375,1.26875
375,2026-03-08_08:42:33.877,-0.991799,0.04819,0.014457,1.6275,-2.03,0.035
376,2026-03-08_08:42:33.980,-0.999241,0.006161,-0.009882,1.085,-1.6975,-1.39125
377,2026-03-08_08:42:34.087,-1.028277,0.003538,-0.010553,0.84875,-1.65375,-1.23375
378,2026-03-08_08:42:34.190,-1.027301,0.008845,0.006161,1.28625,-1.79375,-0.69125
379,2026-03-08_08:42:34.293,-1.014613,0.005185,-0.003355,1.4,-1.82875,-1.00625
380,2026-03-08_08:42:34.394,-1.014735,-0.000427,-0.003172,0.53375,-1.715,-1.05
381,2026-03-08_08:42:34.495,-1.013698,-0.010004,0.017995,1.2775,-1.72375,-0.8575
382,2026-03-08_08:42:34.598,-1.011197,-0.003782,0.003782,1.33,-1.5925,-0.875
383,2026-03-08_08:42:34.700,-1.018212,-0.001708,-0.007076,0.65625,-1.86375,-0.97125
384,2026-03-08_08:42:34.802,-1.028826,-0.007076,0.00915,1.23375,-1.715,-0.875
385,2026-03-08_08:42:34.904,-1.02419,0.007686,-0.016714,1.18125,-1.6625,-0.805
386,2026-03-08_08:42:35.006,-1.010099,0.00671,-0.020008,0.44625,-1.42625,-0.84875
387,2026-03-08_08:42:35.109,-1.019798,-0.002623,0.022204,1.4175,-1.785,-0.79625
388,2026-03-08_08:42:35.211,-1.005463,0.010187,0.005246,1.44375,-1.91625,-0.8925
389,2026-03-08_08:42:35.313,-1.023092,0.008479,-0.00671,0.86625,-1.77625,-0.70875
390,2026-03-08_08:42:35.414,-1.01992,0.007747,0.013664,0.91,-2.0125,-0.95375
391,2026-03-08_08:42:35.516,-1.023153,0.003416,0.017446,2.17,-1.9075,-0.84
392,2026-03-08_08:42:35.618,-1.029802,0.009821,-0.028731,0.72625,-1.61875,-0.7
393,2026-03-08_08:42:35.720,-1.014003,-0.000732,0.011285,0.88375,-1.68875,-0.7525
394,2026-03-08_08:42:35.822,-1.009733,-0.000305,0.018361,1.3475,-1.79375,-0.91875
395,2026-03-08_08:42:35.924,-1.00772,-0.005368,0.004331,1.33,-1.77625,-0.83125
396,2026-03-08_08:42:36.026,-1.013393,-0.028182,-0.001525,0.84,-1.46125,-0.735
397,2026-03-08_08:42:36.128,-1.004487,-0.083204,-0.010309,0.9975,-1.68,-1.645
398,2026-03-08_08:42:36.230,-1.021811,-0.125477,0.000793,1.65375,-1.61,-2.07375
399,2026-03-08_08:42:36.332,-1.025654,-0.142313,-0.003111,0.6825,-1.70625,-1.5225
400,2026-03-08_08:42:36.434,-1.024739,-0.070211,-0.011651,1.2075,-1.89,-0.48125
401,2026-03-08_08:42:36.536,-1.00711,0.028548,-0.000732,0.62125,-1.9775,0.67375
402,2026-03-08_08:42:36.638,-0.994849,0.023119,0.007869,1.18125,-1.74125,-0.2625
403,2026-03-08_08:42:36.741,-1.007171,-0.019947,0.020801,1.49625,-1.82,-1.46125
404,2026-03-08_08:42:36.843,-1.029863,-0.017812,-0.022021,1.25125,-1.4875,-1.02375
405,2026-03-08_08:42:36.944,-1.014186,-0.022753,0.003355,1.26875,-1.60125,-0.7
406,2026-03-08_08:42:37.046,-1.019554,-0.001159,-0.006832,0.86625,-1.75875,-0.8925
407,2026-03-08_08:42:37.148,-1.015711,-0.009882,-0.006466,1.19875,-1.8375,-0.9625
408,2026-03-08_08:42:37.252,-1.014186,-0.025986,0.005612,1.07625,-1.8725,-0.86625
409,2026-03-08_08:42:37.354,-1.014308,-0.013542,-0.001525,1.42625,-1.7675,-0.8925
410,2026-03-08_08:42:37.456,-1.021384,-0.007686,0.028914,1.19875,-1.645,-0.875
411,2026-03-08_08:42:37.558,-1.022177,-0.017507,-0.006832,0.97125,-1.6625,-0.83125
412,2026-03-08_08:42:37.659,-1.018578,-0.018849,0.015189,1.11125,-1.72375,-0.84875
413,2026-03-08_08:42:37.761,-1.011563,-0.010492,-0.010248,0.91875,-1.65375,-0.9625
414,2026-03-08_08:42:37.863,-1.024434,-0.008662,0.008784,1.085,-1.68,-0.9275
415,2026-03-08_08:42:37.965,-1.012295,-0.016287,-0.012078,0.63,-1.84625,-0.91875
416,2026-03-08_08:42:38.067,-1.007781,-0.013359,0.000244,1.5575,-1.785,-0.8925
417,2026-03-08_08:42:38.169,-1.026264,-0.002989,0.000549,0.79625,-1.86375,-0.91
418,2026-03-08_08:42:38.272,-1.016443,-0.011224,-0.006527,1.26875,-1.70625,-0.90125
419,2026-03-08_08:42:38.374,-1.011746,-0.016836,-0.002806,0.5775,-1.79375,-0.83125
420,2026-03-08_08:42:38.476,-1.020103,-0.006771,-0.000061,0.91875,-1.7325,-0.90125
421,2026-03-08_08:42:38.577,-1.009733,-0.010675,0.007869,1.63625,-1.575,-0.875
422,2026-03-08_08:42:38.679,-1.014003,-0.012139,-0.015494,0.595,-1.75,-0.9625
423,2026-03-08_08:42:38.782,-1.009428,-0.015067,0.008052,1.575,-1.6975,-0.98
424,2026-03-08_08:42:38.883,-1.009489,-0.006466,-0.007503,0.7175,-1.60125,-0.93625
425,2026-03-08_08:42:38.985,-1.023641,-0.014823,0.005002,1.5575,-1.855,-0.875
426,2026-03-08_08:42:39.087,-1.012905,-0.01464,0.003172,0.6475,-1.77625,-0.86625
427,2026-03-08_08:42:39.189,-1.00406,-0.018849,0.003477,1.365,-1.75875,-0.97125
428,2026-03-08_08:42:39.290,-1.02663,-0.00793,0.009028,1.19,-1.715,-0.91
429,2026-03-08_08:42:39.392,-1.021811,-0.015799,-0.01098,1.12,-1.8375,-0.77875
430,2026-03-08_08:42:39.494,-1.009184,-0.019642,0.010492,1.30375,-1.645,-0.875
431,2026-03-08_08:42:39.596,-1.030656,-0.013603,-0.000671,0.945,-1.6625,-1.015
432,2026-03-08_08:42:39.697,-1.024129,0.016104,0.002684,0.27125,-1.60125,-0.455
433,2026-03-08_08:42:39.800,-1.029131,0.058194,0.01769,1.23375,-1.925,-0.2625
434,2026-03-08_08:42:39.902,-1.017541,0.061244,-0.010797,0.84875,-1.96,-0.5075
435,2026-03-08_08:42:40.004,-1.017663,0.049776,0.032269,1.02375,-1.77625,-0.875
436,2026-03-08_08:42:40.106,-1.015162,0.059597,0.026352,1.4525,-1.81125,-0.70875
437,2026-03-08_08:42:40.207,-1.00406,0.053192,0.01037,0.9975,-1.89875,-0.91
438,2026-03-08_08:42:40.310,-1.01748,0.047946,0.02135,1.58375,-2.00375,-0.98875
439,2026-03-08_08:42:40.413,-1.005951,0.046848,0.005612,1.33,-2.05625,-0.875
440,2026-03-08_08:42:40.515,-1.014674,0.042029,0.003843,1.365,-1.9075,-0.9625
441,2026-03-08_08:42:40.616,-1.014491,0.049959,0.004453,1.155,-2.0475,-0.74375
442,2026-03-08_08:42:40.719,-1.016504,0.043798,0.008235,0.93625,-1.91625,-0.95375
443,2026-03-08_08:42:40.820,-1.124047,-0.040565,-0.044774,2.21375,-1.02375,-0.245
444,2026-03-08_08:42:40.923,-1.034438,0.027999,0.009577,1.47875,-1.9425,-0.6825
445,2026-03-08_08:42:41.025,-1.040904,0.048922,0.004697,1.4175,-1.435,-0.7
446,2026-03-08_08:42:41.126,-1.019493,0.039528,0.007503,1.015,-0.91,-0.63875
447,2026-03-08_08:42:41.228,-1.019432,0.050752,0.004026,1.0675,-1.3475,-0.7175
448,2026-03-08_08:42:41.330,-1.037244,0.029463,-0.008784,1.30375,-1.8375,-0.53375
449,2026-03-08_08:42:41.432,-1.04127,0.031049,-0.006588,1.44375,-2.91375,-0.53375
450,2026-03-08_08:42:41.534,-1.025288,0.044835,0.019154,0.7875,-2.37125,-0.72625
451,2026-03-08_08:42:41.636,-0.978867,0.033245,0.042334,1.0675,-2.03875,-1.0325
452,2026-03-08_08:42:41.739,-1.029375,0.029829,-0.001464,0.8925,-0.9275,-0.88375
453,2026-03-08_08:42:41.842,-1.026691,0.02196,-0.006039,1.3825,-0.86625,-0.385
454,2026-03-08_08:42:41.944,-1.033645,0.005978,0.018117,1.7325,-1.61875,-0.28
455,2026-03-08_08:42:42.046,-0.993324,0.031415,-0.002989,0.65625,-3.01875,-0.7875
456,2026-03-08_08:42:42.149,-1.00345,0.009394,0.025376,1.6275,-3.01,-0.875
457,2026-03-08_08:42:42.252,-1.013576,0.0183,0.021167,1.4525,-2.40625,-0.21875
458,2026-03-08_08:42:42.354,-1.002901,0.031598,0.01464,0.9275,-1.33875,-0.6825
459,2026-03-08_08:42:42.456,-1.023824,0.019886,0.014518,1.505,-0.945,-1.28625
460,2026-03-08_08:42:42.558,-1.045296,0.006405,0.001159,1.82875,-0.8925,-0.77
461,2026-03-08_08:42:42.660,-0.986431,0.037576,-0.020862,-0.58625,-1.58375,-0.76125
462,2026-03-08_08:42:42.762,-1.030229,0.01891,-0.017751,0.58625,-2.23125,-0.88375
463,2026-03-08_08:42:42.864,-0.995215,-0.009577,0.045506,3.1325,-1.995,-0.7
464,2026-03-08_08:42:42.966,-1.05896,0.000854,0.01708,0.7,-2.61625,-0.72625
465,2026-03-08_08:42:43.068,-1.004548,0.013481,0.001159,1.65375,-1.8725,-0.70875
466,2026-03-08_08:42:43.170,-1.002291,0.025498,0.013847,1.39125,-1.81125,-1.085
467,2026-03-08_08:42:43.272,-1.028887,0.018971,-0.014884,0.62125,-1.53125,-1.39125
468,2026-03-08_08:42:43.374,-1.013088,-0.005795,-0.016165,1.75,-2.23125,-0.95375
469,2026-03-08_08:42:43.475,-1.016077,0.010187,-0.006954,1.58375,-2.555,-1.33875
470,2026-03-08_08:42:43.577,-0.972401,0.000915,-0.007076,1.82,-2.86125,-1.225
471,2026-03-08_08:42:43.680,-1.002413,-0.018666,0.013542,0.0875,-2.35375,-1.61875
472,2026-03-08_08:42:43.782,-1.019066,-0.046299,0.042029,0.245,-1.09375,-1.75875
473,2026-03-08_08:42:43.884,-1.026203,-0.028731,0.008357,2.1175,-0.84875,-1.82
474,2026-03-08_08:42:43.986,-1.035475,-0.040443,-0.046177,0.3675,-1.86375,-1.3825
475,2026-03-08_08:42:44.087,-1.002291,-0.057462,0.011895,1.28625,-2.24875,-1.7675
476,2026-03-08_08:42:44.189,-0.997411,-0.063257,0.025803,1.65375,-2.00375,-1.435
477,2026-03-08_08:42:44.291,-1.022299,-0.053314,-0.012017,1.04125,-1.5575,-1.05
478,2026-03-08_08:42:44.392,-1.058533,-0.078385,0.018849,1.6275,-1.3125,-1.365
479,2026-03-08_08:42:44.494,-0.980331,-0.059353,-0.005185,0.7525,-1.61,-1.12
480,2026-03-08_08:42:44.596,-1.00894,-0.08052,0.020923,1.2075,-2.52875,-0.9275
481,2026-03-08_08:42:44.699,-1.019005,-0.061854,-0.013481,1.5575,-2.52875,-0.91875
482,2026-03-08_08:42:44.801,-0.999729,-0.054107,0.011712,0.3325,-2.73,-0.77
483,2026-03-08_08:42:44.904,-1.015955,-0.060268,0.03111,1.33,-1.6625,-1.02375
484,2026-03-08_08:42:45.005,-1.018151,-0.036234,0.010553,1.365,-1.40875,-1.0675
485,2026-03-08_08:42:45.107,-1.024983,-0.030256,-0.014091,0.8575,-1.435,-0.6125
486,2026-03-08_08:42:45.210,-1.004304,-0.037515,0.026535,0.91,-1.5925,-0.9975
487,2026-03-08_08:42:45.313,-1.012356,-0.033611,0.02379,1.82,-1.26875,-1.07625
488,2026-03-08_08:42:45.414,-1.017053,-0.033428,0.016104,0.98875,-1.28625,-1.23375
489,2026-03-08_08:42:45.516,-1.031449,-0.020679,-0.011956,1.14625,-1.67125,-1.1375
490,2026-03-08_08:42:45.618,-0.998814,-0.031842,0.020252,1.04125,-2.05625,-1.02375
491,2026-03-08_08:42:45.721,-1.002291,-0.033672,0.020679,1.46125,-1.82,-1.54875
492,2026-03-08_08:42:45.823,-1.029863,-0.027328,0.018544,1.30375,-1.26875,-1.37375
493,2026-03-08_08:42:45.925,-1.017968,-0.031659,-0.011468,0.81375,-1.28625,-1.09375
494,2026-03-08_08:42:46.026,-1.020042,-0.041663,0.010004,1.435,-1.84625,-0.455
495,2026-03-08_08:42:46.128,-0.997777,-0.030012,0.023058,1.365,-2.19625,-0.51625
496,2026-03-08_08:42:46.230,-0.989176,-0.023424,0.006466,0.8575,-2.30125,-1.14625
497,2026-03-08_08:42:46.332,-1.022543,-0.05429,-0.015494,1.25125,-2.905,-1.05
498,2026-03-08_08:42:46.434,-1.046211,-0.063684,-0.012566,0.69125,-3.75375,-0.42875
499,2026-03-08_08:42:46.535,-0.991677,-0.038979,0.039955,0.91875,-1.5225,-0.13125
500,2026-03-08_08:42:46.637,-0.980209,-0.027816,0.029768,1.44375,-2.0125,-0.53375
501,2026-03-08_08:42:46.739,-1.021079,-0.033306,0.007991,1.6625,-1.4175,-1.11125
502,2026-03-08_08:42:46.843,-1.031876,-0.038125,0.002989,0.735,-1.91625,-1.015
503,2026-03-08_08:42:46.945,-1.009977,-0.036234,0.024766,0.8575,-2.31,-0.6475
504,2026-03-08_08:42:47.047,-1.016443,-0.027816,0.030866,1.33,-2.1525,-0.8575
505,2026-03-08_08:42:47.149,-1.02297,-0.029585,0.019215,0.93625,-1.53125,-0.665
506,2026-03-08_08:42:47.250,-1.027545,-0.029585,0.022997,0.97125,-1.40875,-0.595
507,2026-03-08_08:42:47.353,-1.011441,-0.028548,0.005551,1.44375,-1.49625,-0.9975
508,2026-03-08_08:42:47.454,-1.034682,-0.031232,0.003416,0.945,-1.5925,-0.81375
509,2026-03-08_08:42:47.556,-1.01443,-0.035441,0.019886,0.8925,-1.67125,-0.6825
510,2026-03-08_08:42:47.659,-1.008086,-0.037698,0.014213,1.09375,-1.7325,-1.0325
511,2026-03-08_08:42:47.761,-1.016748,-0.043005,0.024034,1.95125,-1.98625,-1.09375
512,2026-03-08_08:42:47.863,-1.009001,-0.032208,0.005185,0.91,-1.84625,-0.98
513,2026-03-08_08:42:47.964,-1.011746,-0.042822,0.009272,0.69125,-1.72375,-1.09375
514,2026-03-08_08:42:48.066,-1.016626,-0.039833,0.021045,1.12875,-1.86375,-1.04125
515,2026-03-08_08:42:48.168,-1.027667,-0.038674,0.017019,1.3825,-1.6625,-0.88375
516,2026-03-08_08:42:48.270,-1.025532,-0.035807,0.021655,1.21625,-1.68875,-0.98
517,2026-03-08_08:42:48.372,-1.026874,-0.045079,0.010919,0.875,-1.72375,-0.83125
518,2026-03-08_08:42:48.474,-1.020957,-0.041663,-0.000427,0.97125,-1.365,-0.91
519,2026-03-08_08:42:48.576,-1.00833,-0.038796,0.009821,0.6825,-1.5575,-0.84
520,2026-03-08_08:42:48.678,-1.008208,-0.045262,0.013237,1.63625,-1.70625,-1.05
521,2026-03-08_08:42:48.781,-1.016138,-0.042395,0.008967,1.54,-1.89875,-0.9975
522,2026-03-08_08:42:48.883,-1.014674,-0.043432,0.021228,0.41125,-1.81125,-0.91
523,2026-03-08_08:42:48.984,-1.017297,-0.051362,0.042334,1.91625,-1.6275,-0.91
524,2026-03-08_08:42:49.085,-1.038891,-0.044652,0.000976,0.9625,-1.70625,-0.84875
525,2026-03-08_08:42:49.187,-1.0126,-0.04514,0.01403,0.6825,-1.54875,-0.84
526,2026-03-08_08:42:49.289,-1.007598,-0.044225,0.013786,1.26875,-1.75875,-0.8575
527,2026-03-08_08:42:49.391,-1.00589,-0.045628,0.030744,1.015,-1.7675,-0.8575
528,2026-03-08_08:42:49.493,-1.019493,-0.013359,0.035685,1.855,-1.7675,-0.60375
529,2026-03-08_08:42:49.594,-1.018944,-0.004514,0.021899,0.70875,-1.7675,-0.7175
530,2026-03-08_08:42:49.696,-1.02114,-0.015738,0.035563,0.945,-1.715,-1.015
531,2026-03-08_08:42:49.798,-1.022299,-0.019703,0.012444,1.3825,-1.8725,-0.7
532,2026-03-08_08:42:49.900,-1.010831,-0.012932,0.004392,0.41125,-1.645,-0.875
533,2026-03-08_08:42:50.003,-1.005463,-0.01769,0.02684,0.8925,-1.74125,-0.91
534,2026-03-08_08:42:50.105,-1.023153,-0.026718,0.014701,1.855,-1.74125,-0.945
535,2026-03-08_08:42:50.206,-1.012173,-0.012566,0.013542,0.98875,-1.6625,-0.90125
536,2026-03-08_08:42:50.308,-1.021872,-0.009028,0.03294,1.4525,-1.68875,-0.90125
537,2026-03-08_08:42:50.410,-1.02541,-0.017446,0.003843,1.58375,-1.72375,-0.945
538,2026-03-08_08:42:50.512,-1.017297,-0.019276,0.006161,1.14625,-1.72375,-0.7
539,2026-03-08_08:42:50.613,-1.016504,-0.019337,0.032696,0.9625,-1.79375,-0.77
540,2026-03-08_08:42:50.716,-1.005524,-0.018483,0.027023,1.4175,-1.9425,-1.00625
541,2026-03-08_08:42:50.818,-1.019188,-0.016653,0.000732,1.3475,-1.75,-0.98
542,2026-03-08_08:42:50.921,-1.015589,-0.009882,0.003721,0.49875,-1.79375,-0.97125
543,2026-03-08_08:42:51.023,-1.024312,-0.007869,0.039589,1.1725,-1.74125,-0.9275
544,2026-03-08_08:42:51.125,-1.024556,-0.01891,0.022143,1.74125,-1.7325,-0.90125
545,2026-03-08_08:42:51.227,-1.021079,-0.015982,0.014884,1.47,-1.6975,-0.77875
546,2026-03-08_08:42:51.329,-1.017114,-0.016531,0.020313,0.67375,-1.7675,-0.86625
547,2026-03-08_08:42:51.430,-1.004487,-0.017446,0.031537,1.4,-1.8375,-0.945
548,2026-03-08_08:42:51.532,-1.016321,-0.023302,0.019886,1.82,-1.82,-0.95375
549,2026-03-08_08:42:51.634,-1.013515,-0.012139,0.007747,1.0675,-1.7325,-0.945
