s.no,timestamp,ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps)
827,2026-03-08_08:43:19.964,-0.894077,-0.026047,-0.318786,-30.327499,-5.59125,-0.91875
828,2026-03-08_08:43:20.066,-0.915,-0.109739,-0.361303,-29.960001,-7.35875,-1.645
829,2026-03-08_08:43:20.168,-0.903715,0.007442,-0.199104,-29.04125,-6.78125,-1.74125
830,2026-03-08_08:43:20.270,-1.053165,-0.047946,-0.134078,-30.616251,-3.05375,-3.78
831,2026-03-08_08:43:20.372,-1.002108,-0.198921,0.001281,-20.002501,-1.6625,-3.89375
832,2026-03-08_08:43:20.473,-1.158085,-0.009516,-0.556015,-31.61375,2.00375,-1.35625
833,2026-03-08_08:43:20.574,-0.991433,0.088206,-0.158295,-17.071251,-1.40875,2.1875
834,2026-03-08_08:43:20.676,-1.024922,0.060512,-0.080154,-17.4475,-7.735,3.71875
835,2026-03-08_08:43:20.779,-0.933605,0.132614,-0.04026,-15.225,-8.155,2.26625
836,2026-03-08_08:43:20.880,-0.779214,0.214476,0.041724,-5.74875,-3.4825,-0.735
837,2026-03-08_08:43:20.983,-1.036634,0.217709,-0.041907,-13.88625,2.28375,-4.7425
838,2026-03-08_08:43:21.085,-1.180838,0.260348,-0.251442,-15.295,-1.56625,-5.32875
839,2026-03-08_08:43:21.187,-1.112884,0.156953,-0.029829,-9.135,-5.8625,-1.61
840,2026-03-08_08:43:21.289,-1.018456,0.17263,0.172935,-5.27625,-5.11875,1.33
841,2026-03-08_08:43:21.391,-0.928664,0.254431,0.050813,-5.90625,-2.23125,2.8525
842,2026-03-08_08:43:21.493,-1.03395,0.289628,0.001037,-7.4025,-1.61,0.13125
843,2026-03-08_08:43:21.594,-1.064267,0.169214,-0.005246,2.28375,-3.815,-2.135
844,2026-03-08_08:43:21.696,-0.899811,0.252906,0.117303,-7.42,-2.03875,-4.48
845,2026-03-08_08:43:21.798,-0.978684,0.151768,0.418338,1.54,1.1725,-3.19375
846,2026-03-08_08:43:21.899,-1.053897,0.276025,-0.226127,-7.4025,3.00125,-2.24875
847,2026-03-08_08:43:22.001,-1.15412,0.23485,0.155184,-1.58375,0.07875,-1.365
848,2026-03-08_08:43:22.103,-0.925492,0.166103,-0.064172,2.4325,0.88375,2.42375
849,2026-03-08_08:43:22.204,-0.992531,0.378261,-0.069357,7.48125,0.76125,4.40125
850,2026-03-08_08:43:22.306,-0.958127,0.153415,0.334402,1.35625,2.38875,-1.8375
851,2026-03-08_08:43:22.407,-1.0187,0.162077,-0.146278,-0.46375,1.1725,-3.9025
852,2026-03-08_08:43:22.509,-0.977647,0.200263,-0.021533,2.975,-3.21125,-3.7275
853,2026-03-08_08:43:22.611,-1.036085,0.138592,0.339587,-3.955,-1.4175,-2.38875
854,2026-03-08_08:43:22.712,-1.098854,-0.023363,-0.021777,6.37875,0.90125,-1.81125
855,2026-03-08_08:43:22.813,-1.118252,0.027877,0.239608,1.8375,-2.19625,0.7175
856,2026-03-08_08:43:22.915,-1.064023,-0.021289,0.088938,10.57875,-2.4325,1.77625
857,2026-03-08_08:43:23.017,-1.091351,0.001708,0.012871,-6.44875,0.5075,1.30375
858,2026-03-08_08:43:23.118,-1.07604,0.108031,0.072529,13.50125,-1.54875,0.41125
859,2026-03-08_08:43:23.219,-0.970815,0.044835,0.272304,-5.13625,-3.6925,-3.395
860,2026-03-08_08:43:23.321,-0.99674,0.053863,-0.105286,5.66125,-3.0975,-5.6175
861,2026-03-08_08:43:23.423,-0.917196,-0.103944,0.40809,16.633751,-3.89375,-4.94375
862,2026-03-08_08:43:23.524,-0.87352,0.015433,-0.02257,-3.045,-4.59375,-2.30125
863,2026-03-08_08:43:23.625,-1.132465,-0.153415,-0.032574,14.35875,-4.71625,0.9975
864,2026-03-08_08:43:23.727,-1.202981,-0.114985,0.295423,8.25125,-2.63375,2.42375
865,2026-03-08_08:43:23.830,-1.095072,0.024949,-0.102297,0.175,-2.275,-0.7875
866,2026-03-08_08:43:23.932,-0.968741,-0.116815,-0.006649,-2.30125,-1.4525,-5.62625
867,2026-03-08_08:43:24.033,-1.115568,-0.076189,0.298839,9.12625,-1.3475,-3.15875
868,2026-03-08_08:43:24.134,-1.277218,-0.088389,-0.054656,7.105,-2.4325,-0.7175
869,2026-03-08_08:43:24.236,-1.010343,0.034465,-0.014457,-3.22,-3.5525,0.7
870,2026-03-08_08:43:24.338,-1.008452,-0.119499,0.136213,12.1275,2.70375,0.91875
871,2026-03-08_08:43:24.440,-0.728828,0.001647,-0.067649,-3.15875,3.05375,-1.79375
872,2026-03-08_08:43:24.542,-1.04859,-0.200995,-0.131882,1.77625,0.28,-2.45875
873,2026-03-08_08:43:24.644,-1.056581,-0.023973,-0.051728,4.05125,3.185,0.385
874,2026-03-08_08:43:24.747,-1.013027,-0.020618,-0.025193,7.23625,0.98875,3.22875
875,2026-03-08_08:43:24.849,-1.029558,-0.095099,0.152988,5.85375,-1.35625,0.88375
876,2026-03-08_08:43:24.950,-0.968131,-0.069784,0.154208,2.1525,-3.85875,-0.81375
877,2026-03-08_08:43:25.053,-1.050603,-0.023485,-0.004758,7.8575,-1.7325,-0.7875
878,2026-03-08_08:43:25.154,-0.965569,-0.046482,-0.185501,-2.1875,-0.07875,-1.77625
879,2026-03-08_08:43:25.256,-0.899628,-0.070333,0.143594,4.61125,-3.3075,0.6475
880,2026-03-08_08:43:25.358,-0.934642,-0.168299,0.113887,5.48625,-3.1675,-1.95125
881,2026-03-08_08:43:25.461,-1.091168,-0.095648,-0.085156,6.195,-2.8525,-1.925
882,2026-03-08_08:43:25.562,-0.95526,-0.065392,0.332572,4.76875,-1.05875,-1.925
883,2026-03-08_08:43:25.664,-1.006805,-0.019764,0.003721,5.425,-2.16125,-0.37625
884,2026-03-08_08:43:25.765,-1.058045,-0.076067,0.21228,3.14125,-3.22,-1.47875
885,2026-03-08_08:43:25.868,-0.984235,-0.052704,0.20252,7.55125,-2.135,-4.725
886,2026-03-08_08:43:25.970,-1.035536,-0.089609,0.031049,5.25875,0.245,-3.9725
887,2026-03-08_08:43:26.072,-1.075552,-0.020313,0.090036,-2.21375,-1.6275,-0.58625
888,2026-03-08_08:43:26.174,-1.076345,-0.090463,0.122183,7.07875,-1.30375,0.5425
889,2026-03-08_08:43:26.275,-1.117459,-0.126087,0.213012,1.32125,-2.24875,1.33
890,2026-03-08_08:43:26.376,-1.110322,-0.03782,-0.014518,6.0375,-0.735,0.2275
891,2026-03-08_08:43:26.479,-1.122705,-0.208437,0.089487,6.25625,-2.03,0.39375
892,2026-03-08_08:43:26.580,-0.940071,-0.148169,0.313296,-2.4325,-2.26625,-0.63
893,2026-03-08_08:43:26.681,-0.901458,-0.096014,-0.109983,13.25625,-2.8,-2.26625
894,2026-03-08_08:43:26.783,-0.9943,-0.138226,0.195261,5.97625,0.37625,-5.18
895,2026-03-08_08:43:26.884,-0.980392,-0.03477,0.113521,2.4325,-1.54,-6.545
896,2026-03-08_08:43:26.986,-0.9516,-0.088145,-0.019398,3.82375,-2.72125,-2.89625
897,2026-03-08_08:43:27.089,-0.980575,-0.192333,0.07686,11.165,-3.35125,-1.14625
898,2026-03-08_08:43:27.191,-1.084519,-0.155062,0.126697,5.6525,-0.09625,1.23375
899,2026-03-08_08:43:27.293,-1.004304,-0.118889,0.066856,5.635,-0.945,0.77
900,2026-03-08_08:43:27.394,-1.066036,-0.107848,0.09272,3.08,-1.9425,-0.53375
901,2026-03-08_08:43:27.496,-0.99064,-0.092903,0.239547,6.32625,0.49,-1.26
902,2026-03-08_08:43:27.597,-1.011624,-0.030622,-0.157014,5.6525,-3.00125,-2.16125
903,2026-03-08_08:43:27.699,-1.201151,-0.203984,0.195871,6.685,-1.5575,-1.61875
904,2026-03-08_08:43:27.801,-1.050298,-0.033245,0.067527,9.28375,-1.72375,-0.0175
905,2026-03-08_08:43:27.902,-1.061217,-0.106994,0.34526,15.995,-1.39125,-1.02375
906,2026-03-08_08:43:28.004,-0.989054,-0.106201,0.119438,12.52125,-2.28375,-2.61625
907,2026-03-08_08:43:28.105,-0.874496,-0.124379,0.248514,7.595,0.90125,-1.9775
908,2026-03-08_08:43:28.208,-0.989725,-0.125904,0.202337,11.54125,1.18125,0.69125
909,2026-03-08_08:43:28.310,-0.901519,-0.070638,0.198311,9.44125,-1.995,1.3125
910,2026-03-08_08:43:28.411,-1.022909,-0.007015,0.33367,11.26125,4.36625,0.2625
911,2026-03-08_08:43:28.515,-1.039928,-0.065087,0.179035,5.85375,3.395,-2.65125
912,2026-03-08_08:43:28.620,-1.160586,0.024644,-0.158722,2.2575,-1.96,-1.35625
913,2026-03-08_08:43:28.721,-1.168394,0.11041,0.024461,12.18875,-3.66625,1.19875
914,2026-03-08_08:43:28.823,-1.006866,-0.041297,-0.159515,0.1925,0.35875,-0.16625
915,2026-03-08_08:43:28.924,-1.050237,-0.077531,-0.057584,3.57,1.93375,-2.03
916,2026-03-08_08:43:29.026,-1.089033,0.05185,-0.413397,-1.05,-1.54,-0.875
917,2026-03-08_08:43:29.128,-1.124535,0.026413,-0.345809,-10.4125,-2.5375,1.82875
918,2026-03-08_08:43:29.230,-1.011075,-0.036966,-0.591334,-10.7975,-0.13125,1.79375
919,2026-03-08_08:43:29.331,-0.97722,-0.004575,-0.327997,-14.72625,-0.91875,-1.015
920,2026-03-08_08:43:29.433,-1.027667,-0.081252,-0.350994,-22.58375,-0.81375,-3.89375
921,2026-03-08_08:43:29.534,-1.022848,-0.065148,-0.568581,-19.83625,0.105,-3.29
922,2026-03-08_08:43:29.635,-1.046394,-0.145668,-0.330071,-10.7275,-4.76875,-2.30125
923,2026-03-08_08:43:29.737,-0.977464,-0.216367,0.144082,-11.865,-6.685,-1.5575
924,2026-03-08_08:43:29.838,-0.902556,-0.046726,-0.146766,-10.85875,-1.68,-1.3825
925,2026-03-08_08:43:29.940,-1.029741,-0.007564,-0.313418,-13.76375,-3.57875,-3.21125
926,2026-03-08_08:43:30.042,-0.950502,-0.052216,0.040443,-10.9725,-0.875,-1.35625
927,2026-03-08_08:43:30.143,-1.145885,0.110166,-0.079788,-6.11625,-3.43875,-0.30625
928,2026-03-08_08:43:30.244,-1.120082,0.086376,0.036844,-12.31125,-0.98,1.46125
929,2026-03-08_08:43:30.346,-0.970937,-0.00305,0.066734,-4.7075,1.1375,3.57
930,2026-03-08_08:43:30.448,-1.083787,0.173484,-0.228506,-1.2075,-3.71,4.64625
931,2026-03-08_08:43:30.550,-0.983686,0.32879,-0.427915,-12.25875,-0.44625,2.26625
932,2026-03-08_08:43:30.651,-0.87718,0.295484,-0.013847,-2.4325,-2.5725,-3.24625
933,2026-03-08_08:43:30.753,-1.028826,0.183488,-0.24156,-13.055,-0.91,-5.73125
934,2026-03-08_08:43:30.854,-0.864431,0.146095,-0.282857,0.42,0.21,-5.08375
935,2026-03-08_08:43:30.956,-1.148569,0.138531,-0.116571,-10.82375,-0.56875,0.41125
936,2026-03-08_08:43:31.058,-1.039928,0.208254,-0.341661,-6.5275,-2.72125,2.49375
937,2026-03-08_08:43:31.160,-0.996435,0.360205,-0.294813,-16.02125,-2.8875,0.13125
938,2026-03-08_08:43:31.262,-1.070794,0.211914,-0.142374,-8.715,0.2275,0.0175
939,2026-03-08_08:43:31.363,-1.107882,0.100467,-0.022936,-0.18375,-1.9425,-0.63875
940,2026-03-08_08:43:31.465,-1.051152,0.098942,0.251381,8.18125,-2.49375,-2.5725
941,2026-03-08_08:43:31.568,-0.830515,0.133102,-0.278953,1.40875,-1.1725,-5.11
942,2026-03-08_08:43:31.670,-1.081225,0.20862,-0.658617,-7.3675,0.49875,-2.6075
943,2026-03-08_08:43:31.772,-1.031937,0.04819,0.221857,9.73,-2.47625,0.21
944,2026-03-08_08:43:31.874,-1.031083,0.195383,-0.231251,-1.925,-3.78,-0.48125
945,2026-03-08_08:43:31.975,-0.988688,0.104859,0.250283,1.68875,-2.065,0.3325
946,2026-03-08_08:43:32.077,-1.08092,0.078812,-0.123647,0.20125,-3.00125,-0.49875
947,2026-03-08_08:43:32.179,-1.358531,0.190991,-0.097722,5.145,0.56875,2.345
948,2026-03-08_08:43:32.281,-1.076345,0.058194,0.034221,-9.65125,-1.995,3.3775
949,2026-03-08_08:43:32.383,-0.96685,0.266387,-0.190076,1.32125,-1.19,-1.28625
950,2026-03-08_08:43:32.484,-1.010709,0.04819,-0.257786,2.49375,-1.5575,-4.4275
951,2026-03-08_08:43:32.586,-1.031876,0.120475,0.087596,-9.2925,-2.79125,-3.3425
952,2026-03-08_08:43:32.688,-1.029741,0.163236,-0.026596,-5.5475,-2.87,-0.245
953,2026-03-08_08:43:32.790,-1.279719,0.027572,-0.026657,-0.35,-1.37375,-0.09625
954,2026-03-08_08:43:32.891,-1.04859,0.135969,-0.308782,-3.3775,-3.465,-0.60375
955,2026-03-08_08:43:32.993,-0.985943,0.169458,0.262483,-11.17375,-1.225,0.945
956,2026-03-08_08:43:33.094,-0.837286,0.110471,-0.017568,-18.182501,-8.65375,-3.5
957,2026-03-08_08:43:33.196,-0.99674,0.085766,0.104249,-3.465,0.69125,-1.30375
958,2026-03-08_08:43:33.298,-1.171932,0.105957,-0.215513,-5.22375,-4.34875,-1.89875
959,2026-03-08_08:43:33.400,-1.014369,0.083387,-0.060573,-4.1825,-0.875,0.11375
960,2026-03-08_08:43:33.501,-0.984601,0.112362,-0.203679,-0.21,0.455,0.93625
961,2026-03-08_08:43:33.603,-1.045784,0.07503,-0.084851,-0.805,-2.1175,-0.77875
962,2026-03-08_08:43:33.704,-1.123864,0.117913,-0.389973,-5.34625,2.1525,-1.07625
963,2026-03-08_08:43:33.805,-1.245315,0.110227,-0.052216,-15.365,-2.44125,-1.12
964,2026-03-08_08:43:33.907,-0.899994,0.165127,-0.186477,-3.29875,-0.9275,-1.74125
965,2026-03-08_08:43:34.008,-0.95953,0.046116,0.227286,-2.45875,-3.605,-1.39125
966,2026-03-08_08:43:34.110,-0.976366,0.108702,-0.00366,0.0175,-0.455,-1.1025
967,2026-03-08_08:43:34.212,-1.190842,-0.056059,0.137555,-3.73625,-3.7275,0.14875
968,2026-03-08_08:43:34.313,-1.021018,0.016653,0.193187,5.29375,0.76125,-0.7
969,2026-03-08_08:43:34.415,-1.097329,0.064477,-0.129625,-14.9275,-2.51125,-5.6175
970,2026-03-08_08:43:34.517,-1.127646,0.061061,0.028609,1.65375,-0.525,-2.84375
971,2026-03-08_08:43:34.619,-1.01077,0.076372,-0.217953,2.1,-1.25125,-1.1375
972,2026-03-08_08:43:34.721,-0.915732,0.004453,-0.023729,-2.5025,-1.81125,-1.11125
973,2026-03-08_08:43:34.822,-1.097634,-0.02684,-0.028731,1.49625,-1.4,2.135
974,2026-03-08_08:43:34.924,-1.059692,-0.102053,-0.041968,-1.225,-1.47,0.2275
975,2026-03-08_08:43:35.026,-0.818559,-0.077653,0.160674,2.135,-3.03625,-1.7675
976,2026-03-08_08:43:35.127,-1.014857,-0.045872,0.273036,9.415,0.23625,-3.57
977,2026-03-08_08:43:35.229,-1.146678,-0.027938,-0.280966,-2.47625,-1.3825,-1.04125
978,2026-03-08_08:43:35.331,-0.955382,-0.177144,0.214537,2.2225,-0.65625,-0.44625
979,2026-03-08_08:43:35.432,-1.021689,-0.023424,-0.229238,-8.21625,0.70875,-2.91375
980,2026-03-08_08:43:35.534,-1.170712,-0.197945,0.016714,3.52625,-3.54375,-0.5775
981,2026-03-08_08:43:35.636,-1.044747,-0.066063,-0.113033,-3.64875,-2.7475,-0.67375
982,2026-03-08_08:43:35.738,-0.922747,-0.057889,-0.244976,-13.055,-4.8825,-2.72125
983,2026-03-08_08:43:35.840,-0.955992,-0.153232,-0.05307,-9.1525,-3.9725,-2.77375
984,2026-03-08_08:43:35.942,-0.840763,-0.091988,-0.472445,-0.30625,-1.925,-1.07625
985,2026-03-08_08:43:36.044,-0.975573,-0.305061,0.105408,7.7525,0.06125,1.60125
986,2026-03-08_08:43:36.145,-1.086532,-0.25132,0.163358,-14.315001,-1.5925,-0.105
987,2026-03-08_08:43:36.247,-0.927017,-0.208559,-0.048861,1.68875,-1.32125,0.525
988,2026-03-08_08:43:36.349,-0.939522,-0.365451,0.487268,26.43375,-0.9625,0.6825
989,2026-03-08_08:43:36.450,-1.07482,-0.069235,0.473604,19.950001,-0.42,0.735
990,2026-03-08_08:43:36.552,-1.028338,-0.121878,0.185745,9.58125,-3.6225,-1.015
991,2026-03-08_08:43:36.653,-0.970022,-0.146949,-0.258701,-4.3575,-1.4875,-3.68375
992,2026-03-08_08:43:36.754,-0.811422,-0.300913,0.052643,6.1075,-5.3375,-5.55625
993,2026-03-08_08:43:36.855,-1.16266,-0.138409,0.178242,-2.61625,-3.91125,-1.16375
994,2026-03-08_08:43:36.957,-0.937692,0.026535,-0.124501,6.25625,0.875,0.44625
995,2026-03-08_08:43:37.058,-1.166076,-0.181597,-0.065087,4.7775,-2.75625,1.4
996,2026-03-08_08:43:37.160,-0.993019,-0.2501,-0.012383,3.15875,0.65625,-0.32375
997,2026-03-08_08:43:37.262,-1.00223,-0.248331,-0.071675,6.78125,-1.61875,-1.0675
998,2026-03-08_08:43:37.363,-1.117581,-0.28243,0.06527,6.4925,-0.79625,-1.3825
999,2026-03-08_08:43:37.464,-1.282159,-0.256078,-0.080459,-1.7675,-0.65625,-0.7175
1000,2026-03-08_08:43:37.566,-1.112335,-0.388082,0.185867,0.93625,-1.44375,1.39125
1001,2026-03-08_08:43:37.668,-0.953674,-0.259128,-0.053314,6.2475,-1.91625,1.60125
1002,2026-03-08_08:43:37.770,-0.900726,-0.366244,-0.020618,0.69125,1.12875,-4.05125
1003,2026-03-08_08:43:37.872,-0.891149,-0.304329,-0.246928,-4.92625,-2.9225,-3.33375
1004,2026-03-08_08:43:37.974,-1.024251,-0.310307,0.034953,-3.38625,-0.02625,-1.5925
1005,2026-03-08_08:43:38.075,-1.085373,-0.420229,0.068076,-0.84875,-2.73,1.75
1006,2026-03-08_08:43:38.177,-1.051396,-0.350079,-0.078568,9.4675,-3.2725,2.10875
1007,2026-03-08_08:43:38.279,-0.823622,-0.382897,-0.116571,8.1025,-1.63625,-1.67125
1008,2026-03-08_08:43:38.381,-1.063901,-0.421937,0.112667,2.00375,-1.6975,-1.61
1009,2026-03-08_08:43:38.483,-1.00833,-0.337086,-0.3172,3.87625,0.49875,-3.19375
1010,2026-03-08_08:43:38.584,-1.017419,-0.47763,0.084851,4.9875,-1.33,-2.73
1011,2026-03-08_08:43:38.687,-1.01382,-0.342759,-0.257054,5.60875,-0.04375,-0.18375
1012,2026-03-08_08:43:38.788,-1.065365,-0.506788,-0.041114,-2.0125,-2.065,-1.30375
1013,2026-03-08_08:43:38.891,-0.980514,-0.43798,-0.059841,7.14,-1.8025,-1.33875
1014,2026-03-08_08:43:38.993,-1.049017,-0.514657,0.138653,4.89125,-0.1925,0.28875
1015,2026-03-08_08:43:39.094,-0.992592,-0.471225,0.121756,4.08625,-2.44125,0.27125
1016,2026-03-08_08:43:39.197,-0.980514,-0.402051,-0.014274,1.1375,-1.155,-0.00875
1017,2026-03-08_08:43:39.299,-1.002657,-0.432307,0.113155,-0.90125,-2.79125,-1.4
1018,2026-03-08_08:43:39.401,-1.013393,-0.369355,-0.091134,1.855,-2.21375,-0.4025
1019,2026-03-08_08:43:39.503,-1.157231,-0.419314,-0.15982,1.93375,-4.45375,0.06125
1020,2026-03-08_08:43:39.604,-1.22305,-0.536129,-0.026474,1.5575,-6.11625,6.0375
1021,2026-03-08_08:43:39.706,-0.954528,-0.331657,0.158112,1.21625,-2.87,10.5
1022,2026-03-08_08:43:39.809,-0.728035,-0.186111,0.07076,2.00375,1.645,7.0175
1023,2026-03-08_08:43:39.912,-0.862662,-0.076616,-0.043676,1.81125,1.9775,0.8225
1024,2026-03-08_08:43:40.013,-0.991921,-0.01037,-0.055571,0.53375,0.0175,-2.42375
1025,2026-03-08_08:43:40.116,-1.101355,0.032757,-0.003599,0.875,-3.05375,-2.26625
1026,2026-03-08_08:43:40.217,-1.044747,0.078751,0.056059,1.79375,-2.63375,-0.7875
1027,2026-03-08_08:43:40.319,-0.979233,0.09577,0.062525,1.1375,-0.1925,-0.805
1028,2026-03-08_08:43:40.421,-0.948245,0.106811,0.047946,0.9625,2.12625,-2.03875
1029,2026-03-08_08:43:40.523,-0.943731,0.14884,0.01586,1.82,2.765,-3.9025
1030,2026-03-08_08:43:40.624,-0.964227,0.136396,-0.010004,1.785,2.38875,-5.85375
1031,2026-03-08_08:43:40.726,-1.110261,0.095892,-0.159393,1.60125,-2.93125,-6.85125
1032,2026-03-08_08:43:40.828,-1.141188,0.06222,-0.111935,0.8925,-9.3275,-6.32625
1033,2026-03-08_08:43:40.932,-1.122888,-0.056913,0.141947,2.38875,-7.95375,-2.26625
1034,2026-03-08_08:43:41.033,-1.004243,-0.031842,0.172813,1.6275,-2.3625,0.91875
1035,2026-03-08_08:43:41.136,-0.945195,0.040321,0.046116,2.16125,3.01875,0.93625
1036,2026-03-08_08:43:41.239,-0.976244,0.042273,-0.097295,1.19875,2.17875,-0.21
1037,2026-03-08_08:43:41.341,-1.078175,0.015311,-0.093513,1.02375,-2.555,-0.58625
1038,2026-03-08_08:43:41.442,-1.029741,0.03965,-0.031049,0.8575,-5.18,-0.86625
1039,2026-03-08_08:43:41.544,-0.997045,0.002196,0.107665,1.91625,-4.13875,-1.2775
1040,2026-03-08_08:43:41.647,-1.012905,-0.01708,0.054046,1.28625,-1.54,-0.69125
1041,2026-03-08_08:43:41.749,-1.044747,-0.078202,0.026352,1.93375,-1.65375,-1.05875
1042,2026-03-08_08:43:41.850,-1.056947,-0.0793,0.025498,2.6775,-2.9225,-6.2825
1043,2026-03-08_08:43:41.952,-1.02541,-0.01952,-0.005551,-0.0525,-1.95125,-11.66375
1044,2026-03-08_08:43:42.053,-0.989542,-0.077958,0.071004,1.155,-0.65625,-8.28625
1045,2026-03-08_08:43:42.154,-0.972279,-0.038674,0.025254,1.855,-1.14625,-0.77875
1046,2026-03-08_08:43:42.256,-0.973987,0.015738,-0.014762,0.69125,-0.35875,2.5375
1047,2026-03-08_08:43:42.358,-1.016382,0.017263,0.019093,-0.21,0.69125,4.15625
1048,2026-03-08_08:43:42.460,-0.977525,0.060512,0.084912,1.26875,1.23375,7.0525
1049,2026-03-08_08:43:42.561,-1.066768,0.091805,-0.074908,0.49,-1.86375,9.8
1050,2026-03-08_08:43:42.662,-1.057435,0.188185,-0.039711,3.885,-5.775,5.2325
1051,2026-03-08_08:43:42.764,-1.05286,0.178486,0.0793,-2.52875,-6.30875,-2.75625
1052,2026-03-08_08:43:42.865,-0.967521,0.08235,0.200995,0.91,0.14,-5.03125
1053,2026-03-08_08:43:42.966,-0.98515,0.098149,0.113277,2.30125,-0.04375,-2.17875
1054,2026-03-08_08:43:43.068,-1.045357,0.155733,-0.062952,-0.63875,0.525,0.8225
1055,2026-03-08_08:43:43.171,-1.007903,0.13908,-0.080337,0.27125,-2.54625,0.16625
1056,2026-03-08_08:43:43.272,-1.070733,0.149633,-0.010431,4.78625,-3.50875,-1.155
1057,2026-03-08_08:43:43.374,-0.935618,0.151707,0.034404,-0.56875,-4.03375,-0.0175
1058,2026-03-08_08:43:43.476,-1.050176,0.127429,0.01281,2.52,-2.42375,-0.51625
1059,2026-03-08_08:43:43.578,-0.929274,0.095038,0.138897,2.52,-0.5075,-1.28625
1060,2026-03-08_08:43:43.680,-0.978074,0.106506,-0.093574,3.07125,-0.62125,-1.12875
1061,2026-03-08_08:43:43.782,-1.047736,0.004453,0.042456,4.38375,-1.715,-3.00125
1062,2026-03-08_08:43:43.883,-0.920185,0.068808,0.030378,1.72375,0.39375,-2.0475
1063,2026-03-08_08:43:43.984,-1.068232,0.024827,0.085339,5.90625,-1.39125,-1.7675
1064,2026-03-08_08:43:44.085,-0.975024,0.043249,-0.133346,-1.1725,-1.93375,-0.53375
1065,2026-03-08_08:43:44.187,-1.050847,0.052765,-0.060695,2.695,-4.7775,-0.02625
1066,2026-03-08_08:43:44.289,-0.943548,0.048434,-0.021716,3.955,-3.94625,-0.93625
1067,2026-03-08_08:43:44.391,-1.061888,-0.010065,0.013481,2.485,-3.465,-1.47
1068,2026-03-08_08:43:44.492,-1.077809,-0.00488,0.039955,6.9475,-1.70625,-0.39375
1069,2026-03-08_08:43:44.594,-0.994361,0.031842,0.071248,2.38,-0.44625,0.245
1070,2026-03-08_08:43:44.696,-1.049383,-0.010248,-0.108946,-0.88375,1.085,1.47875
1071,2026-03-08_08:43:44.798,-1.031876,-0.042639,0.085949,2.40625,-1.645,-0.665
1072,2026-03-08_08:43:44.900,-0.97783,0.016592,-0.093574,5.27625,-2.5375,-2.59
1073,2026-03-08_08:43:45.001,-1.244827,-0.033001,0.135237,0.4725,-5.81875,-1.35625
1074,2026-03-08_08:43:45.102,-0.989298,0.015372,-0.093635,-3.535,-3.47375,2.94875
1075,2026-03-08_08:43:45.204,-0.944219,-0.059536,-0.032269,2.91375,-1.9775,1.785
1076,2026-03-08_08:43:45.305,-0.96746,-0.025559,0.057462,1.9775,0.37625,-0.6475
1077,2026-03-08_08:43:45.407,-0.993446,-0.019398,-0.143106,-0.79625,-0.3675,-1.8025
1078,2026-03-08_08:43:45.509,-0.957822,-0.042456,0.066368,0.9625,-0.74375,-0.77875
1079,2026-03-08_08:43:45.611,-0.997594,0.004758,-0.110898,-2.63375,-2.72125,-0.1925
1080,2026-03-08_08:43:45.712,-1.039623,-0.148535,-0.060512,-1.14625,-3.92875,1.6275
1081,2026-03-08_08:43:45.814,-0.941535,0.06405,0.043981,-0.72625,-2.93125,-2.00375
1082,2026-03-08_08:43:45.915,-0.939827,-0.004087,0.083875,-3.64875,0.79625,-3.01
1083,2026-03-08_08:43:46.018,-0.905606,0.002562,-0.09455,-5.15375,1.18125,-1.21625
1084,2026-03-08_08:43:46.119,-1.131306,-0.087474,-0.153598,-5.67875,-0.62125,-1.61
1085,2026-03-08_08:43:46.221,-1.146495,-0.115595,-0.185013,-17.377501,-2.275,1.2425
1086,2026-03-08_08:43:46.322,-1.089277,-0.070333,-0.070333,-11.94375,-1.33875,5.01375
1087,2026-03-08_08:43:46.424,-1.009306,-0.033977,-0.208498,-19.258751,-3.01875,4.69875
1088,2026-03-08_08:43:46.526,-0.983808,-0.042639,-0.033123,-14.69125,-6.55375,1.91625
1089,2026-03-08_08:43:46.628,-1.037366,-0.033245,-0.035258,-15.32125,-6.3,0.8575
1090,2026-03-08_08:43:46.729,-1.013393,-0.032696,-0.020435,-14.245,-2.31875,4.69
1091,2026-03-08_08:43:46.831,-1.045723,0.019886,-0.047458,-14.48125,0.51625,5.915
1092,2026-03-08_08:43:46.933,-0.988566,0.063135,-0.132248,-16.030001,1.74125,6.15125
1093,2026-03-08_08:43:47.035,-1.039196,0.052338,-0.162504,-16.07375,-3.36875,3.05375
1094,2026-03-08_08:43:47.137,-1.007232,0.138043,-0.094611,-16.546249,-5.2675,2.10875
1095,2026-03-08_08:43:47.239,-0.965142,0.182268,-0.040748,-20.72875,-1.5225,2.44125
1096,2026-03-08_08:43:47.341,-0.932324,0.224236,-0.061061,-22.653749,4.73375,0.77875
1097,2026-03-08_08:43:47.443,-0.948001,0.274256,-0.304939,-25.24375,7.315,-0.84
1098,2026-03-08_08:43:47.544,-1.021628,0.239059,-0.374479,-25.865,1.02375,-2.03
1099,2026-03-08_08:43:47.646,-1.032974,0.295606,-0.302499,-30.89625,-2.47625,-3.2025
1100,2026-03-08_08:43:47.748,-0.988749,0.235399,-0.291336,-30.86125,-4.61125,-4.45375
1101,2026-03-08_08:43:47.850,-0.966362,0.177144,-0.215635,-34.5625,-0.41125,-6.79
